iter	Logloss
864	0.36467812
865	0.3645172133
866	0.364316525
867	0.3640815078
868	0.3639595357
869	0.3635225325
870	0.3633055976
871	0.3632069725
872	0.3630190387
873	0.3628628603
874	0.3626244767
875	0.3625120944
876	0.3622939761
877	0.3620906472
878	0.361863817
879	0.3616306335
880	0.361468226
881	0.3613775277
882	0.3611667801
883	0.3609337494
884	0.360596989
885	0.3604050628
886	0.3601235435
887	0.359870308
888	0.3596888272
889	0.3594639843
890	0.3593842513
891	0.3593738384
892	0.3590918902
893	0.3590704707
894	0.3587808539
895	0.3585302426
896	0.3582212238
897	0.3578152486
898	0.3575790002
899	0.357451683
900	0.357236404
901	0.3570624769
902	0.3567801411
903	0.3565453763
904	0.3563784943
905	0.3563143813
906	0.3562432306
907	0.3561279694
908	0.3559773527
909	0.3557229702
910	0.3555126365
911	0.3553280625
912	0.355183701
913	0.3548886978
914	0.3547715912
915	0.3546205472
916	0.354386602
917	0.3540618938
918	0.3537205898
919	0.353463357
920	0.3532867006
921	0.3531636761
922	0.3530392523
923	0.3529698598
924	0.3527754693
925	0.352573658
926	0.3522378748
927	0.3519164487
928	0.35176325
929	0.3514451188
930	0.3512732194
931	0.3511474531
932	0.3508574081
933	0.350532969
934	0.3504324757
935	0.3501423539
936	0.3499012356
937	0.3498265207
938	0.3494439725
939	0.3491869949
940	0.3490425416
941	0.3489038519
942	0.3487518587
943	0.3485181376
944	0.3483560144
945	0.3482082397
946	0.3478832377
947	0.3477725088
948	0.3477187988
949	0.3474322183
950	0.3472920441
951	0.3471407723
952	0.346933787
953	0.3467318505
954	0.34645128
955	0.3461715319
956	0.3460296818
957	0.345836807
958	0.3456422193
959	0.3454803568
960	0.3453407107
961	0.3450550579
962	0.3447562761
963	0.3446430261
964	0.3445269553
965	0.3441509146
966	0.3439746033
967	0.3436833471
968	0.3435070709
969	0.3433815761
970	0.3432487859
971	0.3430576152
972	0.3428585106
973	0.3426035447
974	0.3424165443
975	0.3422073858
976	0.3420100903
977	0.3416257066
978	0.3414468474
979	0.3412083323
980	0.3409866778
981	0.3408035019
982	0.3406328182
983	0.3404896917
984	0.340365466
985	0.3401498037
986	0.3399563478
987	0.3397130547
988	0.3395972267
989	0.3393967194
990	0.33911231
991	0.3388908026
992	0.3387194833
993	0.338508784
994	0.3383509
995	0.3383426035
996	0.3382054542
997	0.3380518989
998	0.3377357129
999	0.3376159876
